['500188', 'crmcontactform.com', '-2']
['651751', 'bestinfo365.com', '-2']
['651785', 'ai-sexdolls.com', '-2']
['651789', 'mahadihassanovi.com', '-2']
['651815', 'baichokhareedo.com', '-2']
['651864', 'sthelensaccommodation.com.au', '-2']
['651874', 'vmirechudes.com', '-2']
['651939', 'feminspire.com', '-2']
['651960', 'udiwhryjqdsc.com', '-2']
['651975', 'chonburi.go.th', '-2']
['652054', 'tmrl.cn', '-2']
['652094', 'oklandbesthomesecurity.info', '-2']
['652099', 'geoarch.gr', '-2']
['652220', '365shopping.top', '-2']
['652246', 'baihualace.com', '-2']
['652333', 'zdyhcpb.com', '-2']
['652362', 'xn--pgbqt1c.com', '-2']
['652392', '4694g.com', '-2']
['652452', 'rpw.com.cn', '-2']
['652489', 'winyourprizeonline.online', '-2']
['652508', 'speedwagon.com', '-2']
['652529', 'douxie.cn', '-2']
['652533', 'gorod-orenburg.ru', '-2']
['652539', 'whatsonthelist.net', '-2']
['652545', 'spreety.com', '-2']
['652673', 'khanedekor.ir', '-2']
['652679', 'vitalbook.store', '-2']
['652810', 'hqgq.com', '-2']
['652832', 'taoyuan.gov.cn', '-2']
['652833', 'ahm.cn', '-2']
['652846', 'colourcodepaints.com', '-2']
['652883', 'luceescorner.com', '-2']
['652939', 'cngcv.com', '-2']
['652954', '4694i.com', '-2']
['653011', 'theweathercompany.com', '-2']
['653074', 'myhfushi.com', '-2']
['653091', 'zhongzhichuanmei.com', '-2']
['653183', 'umdycgbklen.com', '-2']
['653187', 'tramsake.xyz', '-2']
['653192', 'rubyurl.com', '-2']
['653238', 'xiangsheng.org', '-2']
['653246', 'zhcedu.cn', '-2']
['653248', 'tygjj.com', '-2']
['653413', 'classifiedsuk.org.uk', '-2']
['653498', 'emega.com.tw', '-2']
['653668', 'ipswichpodiatrist.com', '-2']
['653844', 'clipiki.ru', '-2']
['653884', 'bathroombonanza.com', '-2']
['653902', 'mexgoo.com', '-2']
['653940', 'pstimes.com', '-2']
['654065', 'genericcialisonline2018.com', '-2']
['654116', 'liveob.com', '-2']
['654165', 'minimerino.dk', '-2']
['654167', 'ayurvedu.com', '-2']
['654222', 'tabroid.jp', '-2']
['654256', 'nedstat.nl', '-2']
['654267', 'newspicker-30.xyz', '-2']
['654320', 'locei.net', '-2']
['654363', 'lszjxx.com.cn', '-2']
['654367', 'cynesys.com', '-2']
['654382', 'dongfangjianshe.com', '-2']
['654385', 'quutiit.com', '-2']
['654527', 'techpolitan.com', '-2']
['654610', 'mingorspravka.by', '-2']
['654710', 'wanzi.com', '-2']
['654738', 'mes-revenus-domicile.com', '-2']
['654778', 'neurostechnology.com', '-2']
['654801', 'rechiol.info', '-2']
['654871', 'debbygray.com', '-2']
['654874', 'deepdev.co.uk', '-2']
['654996', 'yashsells.com', '-2']
['655018', 'wu-ftpd.org', '-2']
['655032', 'nutrica.co.ir', '-2']
['655154', 'nx567.com', '-2']
['655163', 'raybansoutlet.co.uk', '-2']
['655201', 'www.k12.fl.us', '-2']
['655250', 'requiemforadream.com', '-2']
['655266', 'lyzhusuji.com', '-2']
['655285', 'attractionsnearby.com', '-2']
['655294', 'udian.cn', '-2']
['655357', 'szfhw.net', '-2']
['655450', 'recruitmentonline.in', '-2']
['655466', 'coachplusplus.ch', '-2']
['655578', 'basketballshoes.net.co', '-2']
['655725', 'tophomedecoration.com', '-2']
['655782', 'mobilbahis.icu', '-2']
['655869', 'fjyczdh.com', '-2']
['655905', '028zz.org', '-2']
['655907', 'zhongzhourc.com', '-2']
['655917', 'zgnav.com', '-2']
['655938', 'ferwerdacanoe.us', '-2']
['655952', 'forum.gov.cn', '-2']
['656013', 'kshws.net', '-2']
['656128', 'canadagooseoutletstoress.com.co', '-2']
['656199', 'strugglecontinues.org', '-2']
['656225', 'sispain.org', '-2']
['656236', 'hy755.cn', '-2']
['656353', 'publiccompanyservices.com', '-2']
['656434', 'bollyshop.xyz', '-2']
['656437', 'eghszki.ru', '-2']
['656571', 'diaoyuweng.com', '-2']
['656579', 'thenextright.com', '-2']
['656607', 'gayrussia.eu', '-2']
['656702', 'yeep.co.il', '-2']
['656793', 'realestateproarticles.com', '-2']
['656795', 'ion365.com', '-2']
['656833', 'mahavat.gov.in', '-2']
['656837', 'opinie-turystyczne.pl', '-2']
['656869', 'coldwellbankerindonesia.com', '-2']
['656998', '4694j.com', '-2']
['656999', 'iuiu.ac.ug', '-2']
['657012', 'jindouapi.com', '-2']
['657033', 'ironmanmovie.com', '-2']
['657048', 'pussyland.net', '-2']
['657083', 'artww.com', '-2']
['657104', 'golden5.net', '-2']
['657117', '42044g.com', '-2']
['657298', 'spacefinder.com', '-2']
['657374', 'arosebartar.ir', '-2']
['657468', 'valentino-shoes.us', '-2']
['657496', 'arabuyersguide.com', '-2']
['657503', '99ygood.com', '-2']
['657615', 'sinapser.pt', '-2']
['657657', 'aevplus.es', '-2']
['657841', 'zwda.com', '-2']
['657910', 'canadagooseoutletsinc.com.co', '-2']
['657963', 'wxpinyu.com', '-2']
['658037', 'webmastertalkforums.com', '-2']
['658226', 'keaitupian.net', '-2']
['658272', 'vde.dev', '-2']
['658273', 'asadianweb.ir', '-2']
['658297', 'supop.fr', '-2']
['658324', 'wltpsy.com', '-2']
['658357', 'langmaker.com', '-2']
['658407', 'film4k.best', '-2']
['658418', 'proscargeneric.com', '-2']
['658505', 'swbeauty.cn', '-2']
['658526', 'shanxin99.com', '-2']
['658781', 'prets-online.ru', '-2']
['658834', 'enjoyoung.cn', '-2']
['658915', 'yx89.com', '-2']
['659128', 'totohonjin.com', '-2']
['659134', 'arab-liberals.net', '-2']
['659138', 'blessed-pvp.ru', '-2']
['659142', 'buytramadolonlineusa.com', '-2']
['659175', 'druginfonet.com', '-2']
['659371', 'szpeace.cn', '-2']
['659397', 'thewavemag.com', '-2']
['659403', 'robertroxberry.com', '-2']
['659422', 'does.it', '-2']
['659455', 'lexapro1020mg.com', '-2']
['659468', 'viagracheapestprice.com', '-2']
['659490', 'yzszydq.cn', '-2']
['659498', 'ahhfly.gov.cn', '-2']
['659501', 'dnswinmax.in', '-2']
['659616', 'prsystem.ir', '-2']
['659743', 'szjoli.com', '-2']
['659829', 'kqier.com', '-2']
['659930', 'tulp.ru', '-2']
['659985', 'notifpush.com', '-2']
['660075', 'bar-minato.jp', '-2']
['660091', 'janjyoti.com', '-2']
['660104', 'jinshishi.gov.cn', '-2']
['660132', 'lite-1x73993.com', '-2']
['660182', 'dingtalkcloud.com', '-2']
['660198', 'fjndwz.com', '-2']
['660348', 'windows.uz', '-2']
['660349', 'tomahowk.xyz', '-2']
['660386', 'toolking.com', '-2']
['660398', 'cdnudns.com', '-2']
['660513', 'beifabook.com', '-2']
['660556', 'kartanaliz.com', '-2']
['660595', 'kidsbiology.com', '-2']
['660616', 'spec-stroy.su', '-2']
['660722', 'curry-4.com', '-2']
['660738', 'freeviral.com', '-2']
['660998', 'gameplayblog.com', '-2']
['661084', 'sdydfhm.com', '-2']
['661133', 'xrm4fun.com', '-2']
['661149', 'overtopfrenchie.com', '-2']
['661255', 'sikao.com.cn', '-2']
['661493', 'newsalert.com', '-2']
['661496', 'njrtjt.com', '-2']
['661504', 'itfb.name', '-2']
['661517', 'dotemplate.com', '-2']
['661588', 'elbimed.com', '-2']
['661605', 'linyiyide.com', '-2']
['661686', 'project-index.net', '-2']
['661826', 'tomx.com', '-2']
['661836', 'beltandroadforum.org', '-2']
['661859', 'infobiogen.fr', '-2']
['662000', 'ggljjk.cc', '-2']
['662651', '8-p.info', '-2']
['662654', 'pm265.com', '-2']
['662679', 'hebeimuseum.org.cn', '-2']
['662709', 'proedu.com.vn', '-2']
['662717', 'zhongjie.com', '-2']
['662727', 'snaptu.com', '-2']
['662732', 'buxinfozone.com', '-2']
['662820', 'linshangtech.com', '-2']
['662837', 'sman1srengat.sch.id', '-2']
['662839', 'institucional.ws', '-2']
['662850', 'cancertruth.org', '-2']
['662879', 'zkzcpv.com', '-2']
['662918', 'beadonor.ca', '-2']
['662995', 'rushan.gov.cn', '-2']
['663045', 'genesishosting456.com', '-2']
['663403', 'victoria-group.ru', '-2']
['663404', 'dontmedicalise.com', '-2']
['663418', 'michaelkorsbags.co', '-2']
['663458', 'delimak.com', '-2']
['663459', 'xaxcygf.com', '-2']
['663548', 'sdttjt.com', '-2']
['663580', 'hyvinvoinnin.fi', '-2']
['663745', 'mormontimes.com', '-2']
['663761', 'apnarbrand.com', '-2']
['663801', 'viagravvq.com', '-2']
['663802', 'wagerminds.com', '-2']
['663872', 'heishenhua.com', '-2']
['664009', 'vrdoorperu.com', '-2']
['664035', 'kingsbright.com.cn', '-2']
['664066', 'uedream.com', '-2']
['664138', 'odiagames.com', '-2']
['664145', 'newsline.com', '-2']
['664148', 'longwan.gov.cn', '-2']
['664172', 'bicyclinginfo.org', '-2']
['664377', 'upiasia.com', '-2']
['664408', 'laowugou.com', '-2']
['664557', 'modaellos.com', '-2']
['664659', 'jhyxb.com', '-2']
['664674', 'psromania.ro', '-2']
['664701', 'lpassets.com', '-2']
['664846', 'welequi.be', '-2']
['664983', 'oib.kz', '-2']
['665017', 'hulkload.com', '-2']
['665039', 'mastodon.at', '-2']
['665082', 'wholesalenfljerseyscheap.cc', '-2']
['665177', 'argentendo.com', '-2']
['665223', 'dailyseop.com', '-2']
['665239', '1problog.com', '-2']
['665290', 'gestantepremium.com.br', '-2']
['665323', 'molvania.com', '-2']
['665338', 'indian-dreaming-slot.com', '-2']
['665345', 'ss-automobiles.com', '-2']
['665349', 'alcatel-sbell.com.cn', '-2']
['665495', 'moxo.cz', '-2']
['665580', 'yxhhdl.com', '-2']
['665717', 'cqchian.com', '-2']
['665772', 'bonma.com', '-2']
['665834', 'datxanhkhunam.com', '-2']
['665917', 'jurusmacan.com', '-2']
['665925', '9348.cn', '-2']
['665936', 'advergame.fr', '-2']
['666005', 'topadultphoto.info', '-2']
['666112', 'loadstone.com.cn', '-2']
['666129', 'weareteens.net', '-2']
['666133', 'thehodutv.monster', '-2']
['666159', 'stafabandot.me', '-2']
['666202', 'careerlab.com', '-2']
['666227', '5566.org', '-2']
['666314', '1xredirixhqc.top', '-2']
['666334', 'studebakerdriversclub.com', '-2']
['666337', 'rajeethsinghsethi.com', '-2']
['666473', 'guitar-frets.com', '-2']
