['666721', '80665555.com', '-2']
['706372', 'applesupportphonenumber.co', '-2']
['706428', 'jp3bqb8y47.top', '-2']
['706467', 'bcyz.cn', '-2']
['706541', 'firefoellc.net', '-2']
['706571', 'sportsoncbs.com', '-2']
['706576', 'kbsprotein.com', '-2']
['706598', 'chqsfloor.com', '-2']
['706785', 'cqyqcg.cn', '-2']
['706797', 'mypress.jp', '-2']
['706822', 'guilwa.com', '-2']
['706851', '1-800.info', '-2']
['706942', 'rubotaion.ru', '-2']
['707047', 'forofashion.com', '-2']
['707080', 'feimayi.net', '-2']
['707082', 'akhbartime.ma', '-2']
['707159', 'nikeshoefactoryo.us', '-2']
['707199', 'joywaysolars.com', '-2']
['707257', 'amzonfun.com', '-2']
['707288', 'railclassifieds.net', '-2']
['707379', 'sonymusicstore.com', '-2']
['707387', 'imvcc.com', '-2']
['707429', 'onstagemexico.com', '-2']
['707471', 'duniabd.com', '-2']
['707499', 'jinpendi.com', '-2']
['707611', 'zjjglass.com', '-2']
['707643', 'peachcartoons.com', '-2']
['707657', 'eragrahaproperty.com', '-2']
['707688', 'sexual-conduct5.com', '-2']
['707772', 'blessies.com', '-2']
['707822', 'lyxwnrt.com', '-2']
['707945', 'scarygirl.com', '-2']
['707964', 'theowlpromotion.com', '-2']
['708016', 'hfjld.com', '-2']
['708075', 'nayavikas.com', '-2']
['708164', 'newcomm.org', '-2']
['708165', 'wormtraders.com', '-2']
['708218', 'newmercyandcovenant.com', '-2']
['708219', 'trendandtradition.com', '-2']
['708232', 'cheapjordansretros2u.com', '-2']
['708238', 'aratfurnitureandcurtains.com', '-2']
['708335', 'hnyxmx.com', '-2']
['708363', 'alicdngslb.com', '-2']
['708495', 'mrgibbsenglish.in', '-2']
['708564', 'tzhuaijia.com', '-2']
['708631', 'geilwx.com', '-2']
['708684', 'easyzw.com', '-2']
['708759', 'enpanamasihay.com', '-2']
['708937', 'dajiabao.com', '-2']
['709200', 'buyamoxicillin.network', '-2']
['709214', 'kawdo.com', '-2']
['709216', 'mercado.eco', '-2']
['709332', 'shuangmuguoyuan.cn', '-2']
['709389', 'l0adgid-4.icu', '-2']
['709409', '4europe.eu', '-2']
['709465', 'ncurqchw.com', '-2']
['709481', 'mescroll.com', '-2']
['709523', 'shouye-wang.com', '-2']
['709542', '66zhibo.net', '-2']
['709558', 'flyingeagles.net', '-2']
['709604', 'dvrfoods.com', '-2']
['709621', 'myscienceproject.org', '-2']
['709652', 'valentino-shoesoutlet.us', '-2']
['709668', 'bank.ru', '-2']
['709747', 'lnk.bz', '-2']
['709785', 'boxmaker.com', '-2']
['709896', 'primas.io', '-2']
['709899', 'kashmarweb.ir', '-2']
['710009', 'gulangyc.com', '-2']
['710062', 'haleem365.com', '-2']
['710236', 'lihnews.com', '-2']
['710303', 'myoffershop.online', '-2']
['710367', 'aohatacn.cn', '-2']
['710409', 'jdsgol.com', '-2']
['710471', 'gzhxld.com', '-2']
['710521', 'kapitalof.com', '-2']
['710572', 'rtcb.com', '-2']
['710587', 'consultgroupnews.com', '-2']
['710590', 'snreklame.com', '-2']
['710641', 'wonderlunch.com', '-2']
['710775', 'saude24h.net', '-2']
['710786', 'ripplebitu.com', '-2']
['710852', 'webcontrolcenter.com', '-2']
['711078', 'lastcampus.com', '-2']
['711097', 'corvette411.com', '-2']
['711158', 'modelsownit.com', '-2']
['711277', 'admarketlocation.com', '-2']
['711408', 'theresanature.com', '-2']
['711463', 'michael-korsbags.co.uk', '-2']
['711506', 'anhuibarcode.com', '-2']
['711550', 'blockbuster.co.uk', '-2']
['711589', 'newcomerjobcanada.ca', '-2']
['711620', 'gkbkffzdzx.com', '-2']
['711672', 'gllo8.com', '-2']
['711682', 'linkstar.com', '-2']
['711714', 'situs8poker.com', '-2']
['711802', 'retiehe.com', '-2']
['711826', 'opposition.org.ua', '-2']
['711834', 'dldtelaviv.com', '-2']
['711844', 'quoteswitch.com', '-2']
['711859', 'officialsenatorsonlines.com', '-2']
['711874', 'versateladsl.be', '-2']
['711932', 'uptocoachoutlet.com', '-2']
['712056', 'servdiscount-customer.com', '-2']
['712157', 'certifiedtime.com', '-2']
['712238', 'shipstalk.net', '-2']
['712274', 'lucasforums.com', '-2']
['712336', 'html5code.net', '-2']
['712356', 'clickerheroes.com', '-2']
['712384', 'jiemo.net', '-2']
['712492', 'viagralionline.com', '-2']
['712513', 'blogfirmamento.com.mx', '-2']
['712530', 'lgyinshua.com', '-2']
['712639', 'kc-compression.com', '-2']
['712664', 'wegcash.com', '-2']
['712793', 'oczyserca.pl', '-2']
['712862', 'whitesurf.com', '-2']
['712926', 'ravellocal.com', '-2']
['712936', 'cy20.com', '-2']
['713016', 'jsmyqingfeng.com', '-2']
['713019', 'unalmed.edu.co', '-2']
['713092', 'skyglowlights.com', '-2']
['713098', 'desitin.com', '-2']
['713144', 'tizenforum.com', '-2']
['713180', 'cocijo.com', '-2']
['713215', 'minrkelly13.space', '-2']
['713227', 'betterinbulk.net', '-2']
['713231', 'aatreyafoods.com', '-2']
['713242', 'hammerhomepage.de', '-2']
['713287', 'timetravel5.com', '-2']
['713388', 'treato.com', '-2']
['713477', 'amfib.at', '-2']
['713517', 'forummatrix.org', '-2']
['713554', 'gongdijiaju.com', '-2']
['713641', 'ball9874.com', '-2']
['713657', 'officecommoffice.com', '-2']
['713668', '99nfft.com', '-2']
['713725', 'eooele.net', '-2']
['713735', 'hnhygyjt.com', '-2']
['713736', 'e-tractions.com', '-2']
['713770', 'flexibarriers.com', '-2']
['713776', 'viajarporasia.com.es', '-2']
['713832', 'cdqiyun.com', '-2']
['713966', 'rosnk.info', '-2']
['713972', 'ipfox.com', '-2']
['713980', 'transportexecs.com', '-2']
['714004', 'fhc-cmt.co.uk', '-2']
['714045', 'cc148.com', '-2']
['714050', 'dianchengyy.com', '-2']
['714067', 'immojpro.com', '-2']
['714169', 'vergul.com', '-2']
['714178', 'blitztrackersummit.online', '-2']
['714180', 'hwgslb.com', '-2']
['714242', 'gzlchj.com', '-2']
['714289', 'maxbet.com', '-2']
['714331', 'noobche.ir', '-2']
['714455', 'cpinfo.com.cn', '-2']
['714486', 'conocophilips.com', '-2']
['714522', 'transgenderdor.org', '-2']
['714601', 'jscimg.com.cn', '-2']
['714631', 'lolasantiques.com', '-2']
['714715', 'carder.me', '-2']
['714791', 'qili8.com', '-2']
['714806', 'muetternetzwerk.de', '-2']
['714930', '3dgameman.com', '-2']
['714943', 'jhrailtransit.com', '-2']
['714949', 'walkinginfo.org', '-2']
['715022', 'llily.com.au', '-2']
['715040', 'superlibro.tv', '-2']
['715127', '5haoxue.net', '-2']
['715208', 'easttime.ru', '-2']
['715533', 'gorod-novosibirsk.ru', '-2']
['715601', 'voxpower.com.cn', '-2']
['715608', 'crac-dz.org', '-2']
['715631', 'pscvietnam.com', '-2']
['715693', 'sdarot.pm', '-2']
['715709', 'boylanfinecustomhomes.com', '-2']
['715819', 'zbc5.com', '-2']
['715883', 'valtrex1038.com', '-2']
['715885', 'eatbetteramerica.com', '-2']
['715932', 'birkenstock.net.co', '-2']
['715940', 'writeonit.org', '-2']
['715980', 'njlhdp.com', '-2']
['715982', 'xingluban.com', '-2']
['716020', 'ciappschool.edu.kh', '-2']
['716190', 'unise.ru', '-2']
['716324', 'ourshanba.com', '-2']
['716328', 'bringthefresh.com', '-2']
['716359', 'go-mumbai.com', '-2']
['716367', 'incredibleindia.net', '-2']
['716371', 'shedthosepounds.co.uk', '-2']
['716437', 'njmcdp.com', '-2']
['716471', 'medlabelite.com', '-2']
['716530', 'hypersmash.com', '-2']
['716601', 'bigclassyachts.com', '-2']
['716610', 'ecil.gov.in', '-2']
['716719', 'monoloque.com', '-2']
['716837', 'beemovie.com', '-2']
['716856', 'novaboomer.com', '-2']
['716881', 'lovetvmovies.com', '-2']
['716948', 'arain-friend.com', '-2']
['716958', 'hijyenpoint.com', '-2']
['716996', 'yukon-china.com.cn', '-2']
['717030', 'geteen.net', '-2']
['717043', 'zegenaja.com', '-2']
['717059', 'totalbo.com', '-2']
['717152', 'whjy.net', '-2']
['717202', 'flexiglas.com', '-2']
['717267', 'yourweightlossmindcoach.co.uk', '-2']
['717269', 'monsterauctions.com', '-2']
['717289', 'exporide.com', '-2']
['717351', 'gxfda.gov.cn', '-2']
['717368', 'myswaero.com', '-2']
['717480', 'indonesiaku.com', '-2']
['717501', 'pplaypro.com', '-2']
['717507', 'gsw100.com', '-2']
['717556', 'identifybook.com', '-2']
['717584', 'blueanimalbio.com', '-2']
['717600', 'poweresim.com', '-2']
['717602', 'jylrhg.com', '-2']
['717623', 'arrhenn.com', '-2']
['717660', 'shwing.us', '-2']
['717712', 'orderfundinfo.biz', '-2']
['717722', 'jbtaxcpa.com', '-2']
['717740', 'snackbiters.com', '-2']
['717753', 'azarmahisefat.com', '-2']
['717778', 'delawareantitrustlitigation.com', '-2']
['717846', 'virtualfactory.com', '-2']
['717874', 'lyzybj.cn', '-2']
['717915', 'htmetics.com', '-2']
['717940', 'viralgames.ir', '-2']
['718033', 'antiusf.com', '-2']
['718068', 'arrowthemes.com', '-2']
['718078', 'cdxfgs.com', '-2']
['718114', 'eggjs.org', '-2']
['718142', 'beadyeyemusic.com', '-2']
['718150', 'cheappeepers.com', '-2']
['718186', 'toto-noriter.com', '-2']
['718249', 'deepfacelove.net', '-2']
['718283', 'contactfly.com', '-2']
['718297', 'bestofkin.com', '-2']
['718314', 'parkerhammer.com', '-2']
['718320', '80data.top', '-2']
['718380', 'amp.ai', '-2']
['718415', 'nguyenvanhung.club', '-2']
['718439', 'radeon2.ru', '-2']
['718449', 'dplf.org', '-2']
['718457', 'inewsportal.com', '-2']
['718521', 'dadefu.net', '-2']
['718549', 'debianhelp.org', '-2']
['718551', 'vycom.biz', '-2']
['718586', 'mirandahuang.com', '-2']
['718625', 'avalanche.pro', '-2']
['718655', 'diamondvaults.com', '-2']
['718724', 'jthussey.com', '-2']
['718726', 'biz.co.id', '-2']
['718737', 'proua.com.ua', '-2']
['718769', 'logikaexpress.com', '-2']
['718774', 'popcap.com.cn', '-2']
['718820', '2012.com.au', '-2']
['718842', 'hiddenmickeys.org', '-2']
['718874', 'hocvienmdj.club', '-2']
['719059', 'woodsmg.com', '-2']
['719070', 'shdyjt.com', '-2']
['719190', 'burberry-handbags.net.co', '-2']
['719192', 'xindaweiye-china.com', '-2']
['719203', 'cathyallen.org', '-2']
['719246', 'seculuswatches.net', '-2']
['719302', 'tylenol.ca', '-2']
['719321', 'ebills.net', '-2']
['719339', 'chemlineplastics.biz', '-2']
['719360', 'wbmediaservices.biz', '-2']
['719373', 'hendra.co.id', '-2']
['719379', 'majerzonlinefitness.com', '-2']
['719408', 'atichina.com', '-2']
['719413', 'vietnamnews.pro', '-2']
['719470', 'litficreview.com', '-2']
['719526', 'firtree.co', '-2']
['719544', 'exar.services', '-2']
['719592', 'ontrotravelgroup.org', '-2']
['719623', 'greatwhitesnark.com', '-2']
['719630', 'erodb.net', '-2']
['719688', 'jhu.cn', '-2']
['719722', 'pad-business.site', '-2']
['719744', 'llantibodega.com.mx', '-2']
['719852', 'levihncoon.com', '-2']
['719862', 'brian-mancuso.com', '-2']
['719867', 'intelligentdesign.org', '-2']
['719888', 'nachhaltige-entwicklung.com', '-2']
['719909', 'campdwight.com', '-2']
['720012', '96060.com', '-2']
['720094', 'bashball.com', '-2']
['720116', 'hesaudio.com', '-2']
['720134', 'tbsite.net', '-2']
['720139', 'ayranciasm.com', '-2']
['720157', 'jordans11retros.us', '-2']
['720212', 'gisbirhospital.com', '-2']
['720261', 'portalmataro.es', '-2']
['720310', 'queenannenews.com', '-2']
['720317', 'daxiang2008.com', '-2']
['720382', 'yddlyxgs.com', '-2']
['720464', 'oeco-tek.org', '-2']
['720474', 'essaycaptains.com', '-2']
['720478', 'music-box-theater.org', '-2']
['720500', 'uniwear.ru', '-2']
['720506', 'sgsido.com', '-2']
['720507', 'esemkabepe.com', '-2']
['720547', 'joclayfashion.com', '-2']
['720561', 'stylelists.net', '-2']
['720608', 'wfnnac.com', '-2']
['720618', 'listsoft.ru', '-2']
['720640', 'boticasrojas.com', '-2']
['720685', 'pandemicshield.com', '-2']
['720690', 'nflgec.net', '-2']
['720737', 'nm-n-tax.gov.cn', '-2']
['720776', 'whxysm.com', '-2']
['720843', 'musada.com', '-2']
['720878', 'blogrankings.com', '-2']
['720908', 'edreplica.cl', '-2']
['720958', 'lovesexywear.com', '-2']
['721011', 'goldclassifieds.com', '-2']
['721021', 'sepid-clinic.ir', '-2']
['721058', 'zwickerbuilding.com', '-2']
['721076', 'eisenhowerfoundation.org', '-2']
['721112', 'ishiitechs.com', '-2']
['721150', 'yanshou88.cn', '-2']
['721244', 'conexpoindia.net', '-2']
['721265', 'absenceair.net', '-2']
['721273', 'whxyd.cn', '-2']
['721420', 'museumcare.org', '-2']
['721497', 'nobodys.com', '-2']
['721516', 'telentia.com', '-2']
['721615', 'mityr-trans.com', '-2']
['721622', 'djsoul.site', '-2']
['721628', 'elsecoins.com', '-2']
['721680', 'contosdereis.org', '-2']
['721689', 'thongthinlaws.com', '-2']
['721697', 'reinigungsservice-ritter.de', '-2']
['721779', 'rentmybeautifulhome.com', '-2']
['721828', 'liuxing3344.top', '-2']
['721988', 'gr2014.eu', '-2']
['722002', 'ytjmzs.com', '-2']
['722192', '2plusy.com', '-2']
['722212', 'goldengoosesneakersonline.com', '-2']
['722228', 'fuskbugg.se', '-2']
['722303', 'takbb.ir', '-2']
['722424', 'jshyfhb.com', '-2']
['722438', 'gqmdags.com', '-2']
['722459', 'informedmarketing2.co.uk', '-2']
['722645', 'ibmchefwatson.com', '-2']
['722694', 'bulkping.com', '-2']
['722713', '99-taobao.cn', '-2']
['722962', 'njshuntai.com', '-2']
['723012', 'confis.cz', '-2']
['723032', 'hftuofeng.com', '-2']
['723247', 'dakshinkaliinc.com.np', '-2']
['723274', 'aj100.net', '-2']
['723326', 'mebelsmart.com', '-2']
['723393', 'mnsinc.com', '-2']
['723413', 'jianghuairc.com', '-2']
['723427', 'zoozmall.com', '-2']
['723455', 'shopwhalebone.com', '-2']
['723515', 'createwebapp.com', '-2']
['723553', 'better.ws', '-2']
['723651', 'qgsylm.com', '-2']
['723660', 'zysj.org', '-2']
['723673', 'phpidc.com', '-2']
['723675', 'altcoinforums.net', '-2']
['723800', 'dynuokang.com', '-2']
['723827', 'okajax.com', '-2']
['723904', 'dyedu.cn', '-2']
['723916', 'aryatisgroup.ir', '-2']
['723963', 'hngcw.com', '-2']
['724006', 'qianfanyun.com', '-2']
['724057', 'bukmark.net', '-2']
['724096', 'kaqjsq.com', '-2']
['724101', 'planetunderpressure2012.net', '-2']
['724172', 'eatitbook.com', '-2']
['724370', 'mahdisaremi.ir', '-2']
['724430', 'noithatminhduong.com', '-2']
['724555', 'bbcyw.com', '-2']
['724632', 'htad.org.cn', '-2']
['724633', 'ljyesd.com', '-2']
['724646', 'jsx168.cn', '-2']
['724692', 'lyzcly.com', '-2']
['724708', 'jpn.ch', '-2']
['724719', 'veteranwealthmgntmarketnews.com', '-2']
['724733', 'fruitvezi.com', '-2']
['724748', 'lcxxggg.com', '-2']
['724751', 'mohave-club.su', '-2']
['724801', 'ataccess.org', '-2']
['724855', 'chinaguizhou.gov.cn', '-2']
['724861', 'appliedautonomy.com', '-2']
['725032', 'masalaindia.com', '-2']
['725107', 'vr910.com', '-2']
['725125', 'jadesc.com', '-2']
['725136', 'social-reach.net', '-2']
['725174', 'bjmjhb.com', '-2']
['725231', 'haokoo.com', '-2']
['725460', '1juzi.com', '-2']
['725487', 'okisemi.com', '-2']
['725778', 'waltonpact.com', '-2']
['725799', 'angeeks.com', '-2']
['725852', '110xr.com', '-2']
['725906', 'bdwonderful.com', '-2']
['725921', 'xttv.com.cn', '-2']
['725924', 'retrocheapjordans.com', '-2']
['725975', 'huabang678.com', '-2']
['726003', 'quotaless.com', '-2']
['726100', 'pz0033.com', '-2']
['726118', 'sonusahdev.ca', '-2']
['726168', 'kerupuk.id', '-2']
['726299', 'mmjdwx.net', '-2']
['726464', 'nc.gov.ua', '-2']
['726592', 'noghrehaviz.ir', '-2']
['726610', 'theexclusiveadvantage.com', '-2']
['726680', '36794941.com', '-2']
['726717', 'wwwi.co.uk', '-2']
['726721', 'oketekno.com', '-2']
['726726', 'baliholidayandtravelservice.com', '-2']
['726759', 'wintelguy.com', '-2']
['726764', 'testagent1.site', '-2']
['726845', 'bndvalve.com', '-2']
['726919', 'mydearvalentine.com', '-2']
['726924', 'qzu.net.cn', '-2']
['726973', 'mids.co', '-2']
['727006', 'gzhcywz.com', '-2']
['727027', 'addonupdater.com', '-2']
['727154', 'yritystele.fi', '-2']
['727244', 'zt998.com', '-2']
['727506', 'alzacompanies.com', '-2']
['727534', 'regalcards.com', '-2']
['727541', 'showded.com', '-2']
['727591', 'prolifeblogs.com', '-2']
['727613', 'ali-shekh.com', '-2']
['727618', 'whtts.com', '-2']
['727680', 'desertburns.com', '-2']
['727828', 'haotuozhan.cn', '-2']
['727849', '8682.cc', '-2']
['728029', 'zhtsjyxx.net', '-2']
['728122', 'soccerway123.xyz', '-2']
['728124', 'sh-zyyy.com', '-2']
['728131', 'dl-it.ir', '-2']
['728180', 'lids.org', '-2']
['728283', 'decryptococos.com', '-2']
['728309', 'gz007.net', '-2']
['728312', 'whcm.com.cn', '-2']
['728347', 'marinews.com', '-2']
['728481', 'edunetworkglobal.club', '-2']
['728531', 'haidc.com', '-2']
['728726', 'geonode.org', '-2']
['728859', 'infinitube.net', '-2']
['728930', 'xjgtzy.gov.cn', '-2']
['728947', 'void.ru', '-2']
['728952', 'alzafactories.com', '-2']
['728967', 'protectfamilies.net', '-2']
['729008', 'sootandtye.com', '-2']
['729164', '00992420.com', '-2']
['729237', 'leq.cl', '-2']
['729317', 'provigilmedication.com', '-2']
['729326', 'rsscc.cn', '-2']
['729518', '0592web.cn', '-2']
['729566', 'aifanyi.net', '-2']
['729583', 'windows10zj.com', '-2']
['729619', '2chcn.com', '-2']
['729665', 'jsqvod.cn', '-2']
['729684', 'simple-adblock.com', '-2']
['729687', 'slidemypics.com', '-2']
['729717', 'ljn.net', '-2']
['729720', 'freemp3y.com', '-2']
['729739', 'katlet.site', '-2']
['729789', 'lookatmybills.work', '-2']
['729795', 'thethaoforum.com.vn', '-2']
['729870', 'zhedabingchong.com', '-2']
['729912', 'toluna.ltd', '-2']
['729983', 'changqinjx.cn', '-2']
['730061', 'smedio.com', '-2']
['730181', 'blowngasketracing.com', '-2']
['730218', 'nanhu.gov.cn', '-2']
['730238', 'infm.it', '-2']
['730248', 'youdaolvshi.com', '-2']
['730252', 'ecodigital.in', '-2']
['730408', 'huaans.com.cn', '-2']
['730456', 'freshbyfast.com', '-2']
['730524', 'ikeafans.com', '-2']
['730641', 'dizifilmoyunculari.com', '-2']
['730726', 'lookaftermybills.club', '-2']
['730759', 'sagliklitezgah.com', '-2']
['730815', 'digital-berkah.online', '-2']
['730883', 'face-sz.com', '-2']
['730954', 'neotek.su', '-2']
['731098', 'essentialsofmusic.com', '-2']
['731107', 'gpo.or.th', '-2']
['731225', 'magiline.jp', '-2']
['731283', 'sgclub.com', '-2']
['731312', 'atconvergence.com', '-2']
['731328', 'secretfinedine.com', '-2']
['731335', 'njghosts.com', '-2']
['731339', 'xhhjcut.com', '-2']
['731377', 'waamai.com', '-2']
['731465', 'geziri.ir', '-2']
['731472', 'pkfaka.com', '-2']
['731505', 'greenstreetadvisors.com', '-2']
['731516', 'huajingzixun.com', '-2']
['731609', 'burberry-handbagssale.com.co', '-2']
['731625', 'gongzuofuf.com', '-2']
['731628', 'citycase.com.ua', '-2']
['731643', 'jungbey.xyz', '-2']
['731702', 'weedcenter.org', '-2']
['731915', 'uggoutletcheap.com.co', '-2']
['731958', 'commusicenter.com', '-2']
['732070', 'filemagazine.com', '-2']
['732083', 'cscgraminnaukri.in', '-2']
['732114', 'succulentshop.com', '-2']
['732191', 'hayyat.ir', '-2']
['732236', 'paikary.com', '-2']
['732253', 'lighttoolstudio.works', '-2']
['732323', 'burberry-handbagssale.net.co', '-2']
['732382', 'mediaren.cn', '-2']
['732535', 'aztecsfight.com', '-2']
['732551', 'pasukplus.com', '-2']
['732567', 'donglitv.com', '-2']
['732642', 'atbondage.com', '-2']
['732667', 'hzsj39.cn', '-2']
['732780', 'icchabd.com', '-2']
['732869', '91xueshu.com', '-2']
['732895', 'orange-papers.org', '-2']
['732950', 'asirmatbaasi.com', '-2']
['732989', 'coolmodelky.com', '-2']
['733063', 'btjtjx.com.cn', '-2']
['733332', 'qixfhs.net', '-2']
['733419', 'qichensujiao.com', '-2']
['733507', 'shshunmei.com', '-2']
['733572', 'institutodeestudiosurbanos.com', '-2']
['733594', 'legendaclocks.com', '-2']
['733680', 'jxzfw.gov.cn', '-2']
['733719', 'ushendu.com', '-2']
['733886', 'ykssteel.com', '-2']
['734050', 'nbjs.gov.cn', '-2']
['734091', 'minakitchen.online', '-2']
['734119', 'wuhucq.com.cn', '-2']
['734120', 'yqmcc.com', '-2']
['734248', 'gdbzzp.com', '-2']
['734287', 'urbanclub.cl', '-2']
['734336', 'bruneta.ru', '-2']
['734356', 'declareyourself.com', '-2']
['734397', 'e-sheep.com', '-2']
['734570', 'edrxman.com', '-2']
['734583', 'promosikreatif.online', '-2']
['734611', 'thurgoodmarshallfund.net', '-2']
['734631', 'arthurandersen.com', '-2']
['734681', 'lianmeng8.cn', '-2']
['734775', 'chinacdnb2b.com', '-2']
['734799', 'nubyonrails.com', '-2']
['734837', 'pashawoods.com', '-2']
['734877', 'nanfengyl.com', '-2']
['735198', 'agtravellive.com', '-2']
['735226', 'valentinosneakers.us', '-2']
['735307', 'slutwalktoronto.com', '-2']
['735319', 'xn--elq962eymjjnh.com', '-2']
['735384', 'mcspyda.com', '-2']
['735433', 'nurfit9197.com', '-2']
['735437', 'xdbs95598.com', '-2']
['735485', 'lyane56.com', '-2']
['735567', 'mcafeehelp.com', '-2']
['735724', 'lymphg.com', '-2']
['735811', 'mycompleteautoservices.com', '-2']
['735823', 'coachfactoryoutlet.co', '-2']
['735857', 'mjnrm.com', '-2']
['735908', 'evesgardenessentials.com', '-2']
['735938', 'tatiandco.com', '-2']
['735989', '94d16p.cn', '-2']
['736098', 'myzte.com', '-2']
['736205', 'jjj350.com', '-2']
['736234', 'carlaallendesconstituyente.cl', '-2']
['736313', 'canadianpharmacieshealthcare.com', '-2']
['736367', 'hi5lawyers.com', '-2']
['736378', 'ksweigh.com', '-2']
['736398', 'canadianonlinepharmacyero.com', '-2']
['736455', 'victorcoulon.fr', '-2']
['736550', 'hcscale.com', '-2']
